,date,cod_ine,region,total
1308,2020-03-26,19,Melilla,39
1309,2020-03-27,19,Melilla,42
1310,2020-03-28,19,Melilla,45
1311,2020-03-29,19,Melilla,48
1312,2020-03-30,19,Melilla,51
1313,2020-03-31,19,Melilla,54
1314,2020-04-01,19,Melilla,62
1315,2020-04-02,19,Melilla,62
1316,2020-04-03,19,Melilla,70
1317,2020-04-04,19,Melilla,79
1318,2020-04-05,19,Melilla,83
1319,2020-04-06,19,Melilla,86
1320,2020-04-07,19,Melilla,92
1321,2020-04-08,19,Melilla,93
1322,2020-04-09,19,Melilla,93
1323,2020-04-10,19,Melilla,95
1324,2020-04-11,19,Melilla,98
1325,2020-04-12,19,Melilla,98
1326,2020-04-13,19,Melilla,101
1327,2020-04-14,19,Melilla,101
1328,2020-04-15,19,Melilla,102
1329,2020-04-16,19,Melilla,103
1330,2020-04-17,19,Melilla,104
1331,2020-04-18,19,Melilla,104
1332,2020-04-19,19,Melilla,107
1333,2020-04-20,19,Melilla,109
1334,2020-04-21,19,Melilla,110
1335,2020-04-22,19,Melilla,111
1336,2020-04-23,19,Melilla,113
1337,2020-04-24,19,Melilla,116
1338,2020-04-25,19,Melilla,118
1339,2020-04-26,19,Melilla,121
1340,2020-04-27,19,Melilla,121
1341,2020-04-28,19,Melilla,125
1342,2020-04-29,19,Melilla,125
1343,2020-04-30,19,Melilla,125
1344,2020-05-01,19,Melilla,126
1345,2020-05-02,19,Melilla,126
1346,2020-05-03,19,Melilla,129
1347,2020-05-04,19,Melilla,131
1348,2020-05-05,19,Melilla,131
1349,2020-05-06,19,Melilla,131
1350,2020-05-07,19,Melilla,132
1351,2020-05-08,19,Melilla,132
1352,2020-05-09,19,Melilla,132
1353,2020-05-10,19,Melilla,132
1354,2020-05-11,19,Melilla,132
1355,2020-05-12,19,Melilla,132
1356,2020-05-13,19,Melilla,132
1357,2020-05-14,19,Melilla,132
1358,2020-05-15,19,Melilla,132
1359,2020-05-16,19,Melilla,132
1360,2020-05-17,19,Melilla,134
1361,2020-05-18,19,Melilla,134
1362,2020-05-19,19,Melilla,134
1363,2020-05-20,19,Melilla,134
1364,2020-05-21,19,Melilla,134
1365,2020-02-21,14,Murcia,0
1366,2020-02-22,14,Murcia,0
1367,2020-02-23,14,Murcia,0
1368,2020-02-24,14,Murcia,0
1369,2020-02-25,14,Murcia,0
1370,2020-02-26,14,Murcia,0
1371,2020-02-27,14,Murcia,0
1372,2020-02-28,14,Murcia,0
1373,2020-02-29,14,Murcia,0
1374,2020-03-01,14,Murcia,0
1375,2020-03-02,14,Murcia,0
1376,2020-03-03,14,Murcia,0
1377,2020-03-04,14,Murcia,0
1378,2020-03-05,14,Murcia,0
1379,2020-03-06,14,Murcia,0
1380,2020-03-07,14,Murcia,0
1381,2020-03-08,14,Murcia,1
1382,2020-03-09,14,Murcia,4
1383,2020-03-10,14,Murcia,9
1384,2020-03-11,14,Murcia,11
1385,2020-03-12,14,Murcia,26
1386,2020-03-13,14,Murcia,35
1387,2020-03-14,14,Murcia,47
1388,2020-03-15,14,Murcia,71
1389,2020-03-16,14,Murcia,77
1390,2020-03-17,14,Murcia,97
1391,2020-03-18,14,Murcia,122
1392,2020-03-19,14,Murcia,167
1393,2020-03-20,14,Murcia,204
1394,2020-03-21,14,Murcia,240
1395,2020-03-22,14,Murcia,296
1396,2020-03-23,14,Murcia,345
1397,2020-03-24,14,Murcia,385
1398,2020-03-25,14,Murcia,477
1399,2020-03-26,14,Murcia,596
1400,2020-03-27,14,Murcia,714
1401,2020-03-28,14,Murcia,802
1402,2020-03-29,14,Murcia,872
1403,2020-03-30,14,Murcia,939
1404,2020-03-31,14,Murcia,974
1405,2020-04-01,14,Murcia,1041
1406,2020-04-02,14,Murcia,1084
1407,2020-04-03,14,Murcia,1145
1408,2020-04-04,14,Murcia,1188
1409,2020-04-05,14,Murcia,1235
1410,2020-04-06,14,Murcia,1259
1411,2020-04-07,14,Murcia,1263
1412,2020-04-08,14,Murcia,1305
1413,2020-04-09,14,Murcia,1340
1414,2020-04-10,14,Murcia,1367
1415,2020-04-11,14,Murcia,1404
1416,2020-04-12,14,Murcia,1436
1417,2020-04-13,14,Murcia,1452
1418,2020-04-14,14,Murcia,1479
1419,2020-04-15,14,Murcia,1528
1420,2020-04-16,14,Murcia,1590
1421,2020-04-17,14,Murcia,1626
1422,2020-04-18,14,Murcia,1647
1423,2020-04-19,14,Murcia,1653
1424,2020-04-20,14,Murcia,1659
1425,2020-04-21,14,Murcia,1696
1426,2020-04-22,14,Murcia,1717
1427,2020-04-23,14,Murcia,1721
1428,2020-04-24,14,Murcia,1741
1429,2020-04-25,14,Murcia,1756
1430,2020-04-26,14,Murcia,1771
1431,2020-04-27,14,Murcia,1771
1432,2020-04-28,14,Murcia,1793
1433,2020-04-29,14,Murcia,1840
1434,2020-04-30,14,Murcia,1894
1435,2020-05-01,14,Murcia,1960
1436,2020-05-02,14,Murcia,1966
1437,2020-05-03,14,Murcia,1974
1438,2020-05-04,14,Murcia,1974
1439,2020-05-05,14,Murcia,2051
1440,2020-05-06,14,Murcia,2133
1441,2020-05-07,14,Murcia,2192
1442,2020-05-08,14,Murcia,2252
1443,2020-05-09,14,Murcia,2263
1444,2020-05-10,14,Murcia,2329
1445,2020-05-11,14,Murcia,2332
1446,2020-05-12,14,Murcia,2333
1447,2020-05-13,14,Murcia,2398
1448,2020-05-14,14,Murcia,2437
1449,2020-05-15,14,Murcia,2477
1450,2020-05-16,14,Murcia,2546
1451,2020-05-17,14,Murcia,2566
1452,2020-05-18,14,Murcia,2595
1453,2020-05-19,14,Murcia,2597
1454,2020-05-20,14,Murcia,2599
1455,2020-05-21,14,Murcia,2609
1456,2020-02-21,15,Navarra,0
1457,2020-02-22,15,Navarra,0
1458,2020-02-23,15,Navarra,0
1459,2020-02-24,15,Navarra,0
1460,2020-02-25,15,Navarra,0
1461,2020-02-26,15,Navarra,0
1462,2020-02-27,15,Navarra,0
1463,2020-02-28,15,Navarra,0
1464,2020-02-29,15,Navarra,0
1465,2020-03-01,15,Navarra,1
1466,2020-03-02,15,Navarra,1
1467,2020-03-03,15,Navarra,1
1468,2020-03-04,15,Navarra,3
1469,2020-03-05,15,Navarra,3
1470,2020-03-06,15,Navarra,3
1471,2020-03-07,15,Navarra,3
1472,2020-03-08,15,Navarra,3
1473,2020-03-09,15,Navarra,3
1474,2020-03-10,15,Navarra,12
1475,2020-03-11,15,Navarra,46
1476,2020-03-12,15,Navarra,73
1477,2020-03-13,15,Navarra,130
1478,2020-03-14,15,Navarra,146
1479,2020-03-15,15,Navarra,183
1480,2020-03-16,15,Navarra,274
1481,2020-03-17,15,Navarra,313
1482,2020-03-18,15,Navarra,386
1483,2020-03-19,15,Navarra,482
1484,2020-03-20,15,Navarra,554
1485,2020-03-21,15,Navarra,664
1486,2020-03-22,15,Navarra,794
1487,2020-03-23,15,Navarra,886
1488,2020-03-24,15,Navarra,1014
1489,2020-03-25,15,Navarra,1197
1490,2020-03-26,15,Navarra,1411
1491,2020-03-27,15,Navarra,1641
1492,2020-03-28,15,Navarra,1829
1493,2020-03-29,15,Navarra,2011
1494,2020-03-30,15,Navarra,2146
1495,2020-03-31,15,Navarra,2305
1496,2020-04-01,15,Navarra,2497
1497,2020-04-02,15,Navarra,2682
1498,2020-04-03,15,Navarra,2836
1499,2020-04-04,15,Navarra,2972
1500,2020-04-05,15,Navarra,3073
1501,2020-04-06,15,Navarra,3231
1502,2020-04-07,15,Navarra,3355
1503,2020-04-08,15,Navarra,3467
1504,2020-04-09,15,Navarra,3575
1505,2020-04-10,15,Navarra,3748
1506,2020-04-11,15,Navarra,3817
1507,2020-04-12,15,Navarra,3969
1508,2020-04-13,15,Navarra,4092
1509,2020-04-14,15,Navarra,4150
1510,2020-04-15,15,Navarra,4246
1511,2020-04-16,15,Navarra,4348
1512,2020-04-17,15,Navarra,4433
1513,2020-04-18,15,Navarra,4579
1514,2020-04-19,15,Navarra,4656
1515,2020-04-20,15,Navarra,4735
1516,2020-04-21,15,Navarra,4831
1517,2020-04-22,15,Navarra,4958
1518,2020-04-23,15,Navarra,5063
1519,2020-04-24,15,Navarra,5180
1520,2020-04-25,15,Navarra,5274
1521,2020-04-26,15,Navarra,5452
1522,2020-04-27,15,Navarra,5486
1523,2020-04-28,15,Navarra,5630
1524,2020-04-29,15,Navarra,5884
1525,2020-04-30,15,Navarra,6140
1526,2020-05-01,15,Navarra,6337
1527,2020-05-02,15,Navarra,6411
1528,2020-05-03,15,Navarra,6427
1529,2020-05-04,15,Navarra,6447
1530,2020-05-05,15,Navarra,6561
1531,2020-05-06,15,Navarra,6770
1532,2020-05-07,15,Navarra,7010
1533,2020-05-08,15,Navarra,7227
1534,2020-05-09,15,Navarra,7442
1535,2020-05-10,15,Navarra,7455
1536,2020-05-11,15,Navarra,7486
1537,2020-05-12,15,Navarra,7637
1538,2020-05-13,15,Navarra,7752
1539,2020-05-14,15,Navarra,7891
1540,2020-05-15,15,Navarra,8082
1541,2020-05-16,15,Navarra,8235
1542,2020-05-17,15,Navarra,8293
1543,2020-05-18,15,Navarra,8335
1544,2020-05-19,15,Navarra,8340
1545,2020-05-20,15,Navarra,8349
1546,2020-05-21,15,Navarra,8352
1547,2020-02-21,16,País Vasco,0
1548,2020-02-22,16,País Vasco,0
1549,2020-02-23,16,País Vasco,0
1550,2020-02-24,16,País Vasco,0
1551,2020-02-25,16,País Vasco,0
1552,2020-02-26,16,País Vasco,0
1553,2020-02-27,16,País Vasco,0
1554,2020-02-28,16,País Vasco,0
1555,2020-02-29,16,País Vasco,2
1556,2020-03-01,16,País Vasco,3
1557,2020-03-02,16,País Vasco,9
1558,2020-03-03,16,País Vasco,13
1559,2020-03-04,16,País Vasco,17
1560,2020-03-05,16,País Vasco,17
1561,2020-03-06,16,País Vasco,45
1562,2020-03-07,16,País Vasco,45
1563,2020-03-08,16,País Vasco,70
1564,2020-03-09,16,País Vasco,149
1565,2020-03-10,16,País Vasco,195
1566,2020-03-11,16,País Vasco,225
1567,2020-03-12,16,País Vasco,346
1568,2020-03-13,16,País Vasco,417
1569,2020-03-14,16,País Vasco,521
1570,2020-03-15,16,País Vasco,630
1571,2020-03-16,16,País Vasco,630
1572,2020-03-17,16,País Vasco,765
1573,2020-03-18,16,País Vasco,973
1574,2020-03-19,16,País Vasco,1190
1575,2020-03-20,16,País Vasco,1465
1576,2020-03-21,16,País Vasco,1725
1577,2020-03-22,16,País Vasco,2097
1578,2020-03-23,16,País Vasco,2421
1579,2020-03-24,16,País Vasco,2728
1580,2020-03-25,16,País Vasco,3271
1581,2020-03-26,16,País Vasco,3946
1582,2020-03-27,16,País Vasco,4601
1583,2020-03-28,16,País Vasco,5136
1584,2020-03-29,16,País Vasco,5740
1585,2020-03-30,16,País Vasco,6057
1586,2020-03-31,16,País Vasco,6320
1587,2020-04-01,16,País Vasco,6838
1588,2020-04-02,16,País Vasco,7317
1589,2020-04-03,16,País Vasco,7827
1590,2020-04-04,16,País Vasco,8187
1591,2020-04-05,16,País Vasco,8628
1592,2020-04-06,16,País Vasco,8810
1593,2020-04-07,16,País Vasco,9021
1594,2020-04-08,16,País Vasco,9452
1595,2020-04-09,16,País Vasco,9806
1596,2020-04-10,16,País Vasco,10103
1597,2020-04-11,16,País Vasco,10515
1598,2020-04-12,16,País Vasco,10772
1599,2020-04-13,16,País Vasco,11018
1600,2020-04-14,16,País Vasco,11226
1601,2020-04-15,16,País Vasco,11475
1602,2020-04-16,16,País Vasco,11790
1603,2020-04-17,16,País Vasco,12089
1604,2020-04-18,16,País Vasco,12355
1605,2020-04-19,16,País Vasco,12569
1606,2020-04-20,16,País Vasco,12628
1607,2020-04-21,16,País Vasco,12810
1608,2020-04-22,16,País Vasco,13044
1609,2020-04-23,16,País Vasco,13436
1610,2020-04-24,16,País Vasco,13780
1611,2020-04-25,16,País Vasco,14132
1612,2020-04-26,16,País Vasco,14315
1613,2020-04-27,16,País Vasco,14412
1614,2020-04-28,16,País Vasco,14804
1615,2020-04-29,16,País Vasco,15138
1616,2020-04-30,16,País Vasco,15519
1617,2020-05-01,16,País Vasco,15969
1618,2020-05-02,16,País Vasco,16131
1619,2020-05-03,16,País Vasco,16203
1620,2020-05-04,16,País Vasco,16250
1621,2020-05-05,16,País Vasco,16448
1622,2020-05-06,16,País Vasco,16692
1623,2020-05-07,16,País Vasco,16972
1624,2020-05-08,16,País Vasco,17289
1625,2020-05-09,16,País Vasco,17603
1626,2020-05-10,16,País Vasco,17714
1627,2020-05-11,16,País Vasco,17745
1628,2020-05-12,16,País Vasco,17895
1629,2020-05-13,16,País Vasco,18141
1630,2020-05-14,16,País Vasco,18184
1631,2020-05-15,16,País Vasco,18213
1632,2020-05-16,16,País Vasco,18564
1633,2020-05-17,16,País Vasco,18690
1634,2020-05-18,16,País Vasco,18729
1635,2020-05-19,16,País Vasco,18744
1636,2020-05-20,16,País Vasco,18770
1637,2020-05-21,16,País Vasco,18779
1638,2020-02-21,17,La Rioja,0
1639,2020-02-22,17,La Rioja,0
1640,2020-02-23,17,La Rioja,0
1641,2020-02-24,17,La Rioja,0
1642,2020-02-25,17,La Rioja,0
1643,2020-02-26,17,La Rioja,0
1644,2020-02-27,17,La Rioja,0
1645,2020-02-28,17,La Rioja,0
1646,2020-02-29,17,La Rioja,0
1647,2020-03-01,17,La Rioja,0
1648,2020-03-02,17,La Rioja,1
1649,2020-03-03,17,La Rioja,2
1650,2020-03-04,17,La Rioja,7
1651,2020-03-05,17,La Rioja,17
1652,2020-03-06,17,La Rioja,29
1653,2020-03-07,17,La Rioja,47
1654,2020-03-08,17,La Rioja,70
1655,2020-03-09,17,La Rioja,102
1656,2020-03-10,17,La Rioja,155
1657,2020-03-11,17,La Rioja,185
1658,2020-03-12,17,La Rioja,220
1659,2020-03-13,17,La Rioja,259
1660,2020-03-14,17,La Rioja,292
1661,2020-03-15,17,La Rioja,300
1662,2020-03-16,17,La Rioja,312
1663,2020-03-17,17,La Rioja,355
1664,2020-03-18,17,La Rioja,419
1665,2020-03-19,17,La Rioja,468
1666,2020-03-20,17,La Rioja,497
1667,2020-03-21,17,La Rioja,564
1668,2020-03-22,17,La Rioja,654
1669,2020-03-23,17,La Rioja,747
1670,2020-03-24,17,La Rioja,802
1671,2020-03-25,17,La Rioja,928
1672,2020-03-26,17,La Rioja,995
1673,2020-03-27,17,La Rioja,1236
1674,2020-03-28,17,La Rioja,1436
1675,2020-03-29,17,La Rioja,1629
1676,2020-03-30,17,La Rioja,1733
1677,2020-03-31,17,La Rioja,1810
1678,2020-04-01,17,La Rioja,1960
1679,2020-04-02,17,La Rioja,2083
1680,2020-04-03,17,La Rioja,2224
1681,2020-04-04,17,La Rioja,2405
1682,2020-04-05,17,La Rioja,2592
1683,2020-04-06,17,La Rioja,2719
1684,2020-04-07,17,La Rioja,2846
1685,2020-04-08,17,La Rioja,2951
1686,2020-04-09,17,La Rioja,3026
1687,2020-04-10,17,La Rioja,3076
1688,2020-04-11,17,La Rioja,3496
1689,2020-04-12,17,La Rioja,3596
1690,2020-04-13,17,La Rioja,3675
1691,2020-04-14,17,La Rioja,3749
1692,2020-04-15,17,La Rioja,3831
1693,2020-04-16,17,La Rioja,3916
1694,2020-04-17,17,La Rioja,4098
1695,2020-04-18,17,La Rioja,4250
1696,2020-04-19,17,La Rioja,4330
1697,2020-04-20,17,La Rioja,4371
1698,2020-04-21,17,La Rioja,4483
1699,2020-04-22,17,La Rioja,4586
1700,2020-04-23,17,La Rioja,4727
1701,2020-04-24,17,La Rioja,4865
1702,2020-04-25,17,La Rioja,4946
1703,2020-04-26,17,La Rioja,4998
1704,2020-04-27,17,La Rioja,5041
1705,2020-04-28,17,La Rioja,5097
1706,2020-04-29,17,La Rioja,5173
1707,2020-04-30,17,La Rioja,5206
1708,2020-05-01,17,La Rioja,5226
1709,2020-05-02,17,La Rioja,5239
1710,2020-05-03,17,La Rioja,5247
1711,2020-05-04,17,La Rioja,5258
1712,2020-05-05,17,La Rioja,5270
1713,2020-05-06,17,La Rioja,5322
1714,2020-05-07,17,La Rioja,5330
1715,2020-05-08,17,La Rioja,5355
1716,2020-05-09,17,La Rioja,5365
1717,2020-05-10,17,La Rioja,5378
1718,2020-05-11,17,La Rioja,5382
1719,2020-05-12,17,La Rioja,5392
1720,2020-05-13,17,La Rioja,5397
1721,2020-05-14,17,La Rioja,5405
1722,2020-05-15,17,La Rioja,5409
1723,2020-05-16,17,La Rioja,5413
1724,2020-05-17,17,La Rioja,5417
1725,2020-05-18,17,La Rioja,5417
1726,2020-05-19,17,La Rioja,5422
1727,2020-05-20,17,La Rioja,5428
1728,2020-05-21,17,La Rioja,5428
