position,company,reviews,clean_position,city,state,python,statistics,mathematics,java,sql,excel,modeling,c++,r,visualization,ml,ai,has_phd,has_bachelor,has_master
Data Scientist / Sr. Data Scientist,Visa,606.0,data scientist,Washington,DC,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False
Data Scientist,Perspecta,12.0,data scientist,Washington,DC,True,True,True,False,False,False,False,False,False,False,True,True,False,False,True
Senior Transportation Engineer -- CIVIL,"Precision Systems, Inc.",0.0,other role,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Accenture Labs - Cyber Security Research & Development Programmer Senior Analyst,Accenture,14200.0,data analyst,Washington,DC,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False
Full Stack Engineer,CAVA - Technology,0.0,other role,Washington,DC,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Infrastructure Engineer,CAVA - Technology,0.0,other role,Washington,DC,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Sr. Vulnerability Management Engineer,Jacobs,2380.0,other role,Washington,DC,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
Staff Electrical Engineer,Burns & McDonnell,152.0,other role,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
IT Cloud Engineer (Active Top Secret),Jacobs,2380.0,other role,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Data Scientist,Criterion Systems,15.0,data scientist,Washington,DC,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
Senior Cyber Incident Response Engineer,Jacobs,2380.0,other role,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Public Health Security Surveillance Data Scientist,"The Cadmus Group, Inc.",0.0,data scientist,Washington,DC,False,False,False,False,False,True,False,False,True,True,False,False,False,True,True
Data Scientist,"The Cadmus Group, Inc.",0.0,data scientist,Washington,DC,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
Data Scientist/Data Lakes Analyst,raag solutions,0.0,data scientist,Washington,DC,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False
Data Scientist II,"Advanced Decision Vectors, LLC",7.0,data scientist,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Software Engineer - Cloud Based (Active Top Secret),Jacobs,2380.0,software engineer,Washington,DC,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False
Commercial Construction Market Leader – Global Facilities,Burns & McDonnell,152.0,other role,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Data Scientist, Mid",Booz Allen Hamilton,1655.0,data scientist,Washington,DC,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False
Data Scientist,"T. White Parker Associates, Incorporated",0.0,data scientist,Washington,DC,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False
Data Scientist,Technica,34.0,data scientist,Washington,DC,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Data Scientist,Advantage SCI,14.0,data scientist,Washington,DC,True,True,True,False,True,True,False,False,False,True,True,False,False,False,False
Forensic Scientist II (Crime Scene) / Crime Scene Analyst,Government of the District of Columbia,50.0,data scientist,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DATA SCIENCE ENGINEER,ASTA CRS,0.0,data scientist,Washington,DC,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True
Data Scientist - Mid Level -Active Top Secret - HOT need,"VISUAL SOFT, INC",0.0,data scientist,Washington,DC,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
Data Scientist,Vanda Pharmaceuticals Inc.,0.0,data scientist,Washington,DC,True,True,True,False,True,False,True,False,False,True,True,False,True,False,True
Data Analyst / Data Scientist for Statistical Analysis,Teracore,18.0,data scientist,Washington,DC,False,True,True,False,True,False,False,False,False,False,False,False,False,True,True
Lead Data Scientist,AFL-CIO,8.0,data scientist,Washington,DC,True,True,False,False,True,False,True,False,False,True,True,False,False,False,False
Data Scientist,US Agency for International Development,12.0,data scientist,Washington,DC,False,True,True,False,True,False,True,False,False,False,True,False,True,False,True
Business Analyst - Junior level,HexaCorp,0.0,data analyst,Washington,DC,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False
Data Scientist,Grant Thornton,919.0,data scientist,Washington,DC,True,True,True,False,True,False,True,False,False,True,False,False,False,False,False
Data Scientist (DC),C3 IoT,0.0,data scientist,Washington,DC,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False
Undergraduate Internship/Co-op Program - Data Scientist,Central Intelligence Agency,151.0,data scientist,Washington,DC,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
Data Scientist/SAS Developer,"Onyx Government Services, LLC",4.0,data scientist,Washington,DC,False,True,True,False,True,False,True,False,False,False,True,False,True,True,True
Research & Data Analyst,"Handshake Partners, LLC",0.0,data analyst,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Data and Machine Learning Technical Trainer, Google Cloud Platform",Google,2474.0,other role,Washington,DC,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False
Data Scientist,"CGH Technologies, Inc.",0.0,data scientist,Washington,DC,False,True,True,False,False,False,True,False,False,True,True,False,False,True,True
Data Scientist,Lexington Solutions Group,0.0,data scientist,Washington,DC,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
Data Scientist (TS/SCI Clearance),PCI Strategic Management,0.0,data scientist,Washington,DC,True,False,True,True,True,False,True,True,False,False,True,False,True,True,True
Data Scientist,Coso IT,0.0,data scientist,Washington,DC,True,True,True,True,True,False,True,False,False,True,True,False,False,True,False
"Applied Data Scientist, Enterprise",Improbable,0.0,data scientist,Washington,DC,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Health Scientist,Centers for Disease Control and Prevention,350.0,data scientist,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Social Science Research Analyst,Department of Health And Human Services,403.0,data analyst,Washington,DC,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
"Scientist, Enterprise & Data Analytics",Comcast,11610.0,data scientist,Washington,DC,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True
Acquisition Data Analyst,Booz Allen Hamilton,1655.0,data analyst,Washington,DC,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False
Data Scientist (Analytical Methodologist),Planned Systems International,22.0,data scientist,Washington,DC,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False
Data Scientist – Experienced Associate,Guidehouse,0.0,data scientist,Washington,DC,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False
Statistical Data Analyst,Amyx Inc,21.0,data analyst,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Managers, Statistical Analyst",Vanda Pharmaceuticals Inc.,0.0,data analyst,Washington,DC,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Strategy and Research Data Scientist,FREEDOM CONSULTING GROUP,3.0,data scientist,Washington,DC,True,True,False,False,False,False,False,False,False,True,True,False,True,False,True
Data Scientist (Must have active Top Secret),"OneGlobe, LLC",0.0,data scientist,Washington,DC,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False
"Data Scientist, Senior",Booz Allen Hamilton,1655.0,data scientist,Washington,DC,True,True,False,True,False,False,False,True,False,False,True,True,False,False,False
Data Scientist- Clearance Required,"Akima, LLC",207.0,data scientist,Washington,DC,False,True,True,False,True,True,False,True,False,True,False,False,False,False,False
ASSOCIATE DATA ENGINEER,BlueLabs Analytics,0.0,data engineer,Washington,DC,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False
Data Science Fellow,Øptimus Consulting,0.0,data scientist,Washington,DC,True,True,False,False,False,True,True,False,True,False,True,False,False,False,False
Research Analyst,Service Employees International Union,2.0,data analyst,Washington,DC,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Sr. Statistical Data Analyst,ANALYTICA,7.0,data analyst,Washington,DC,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False
Data Scientist - Human Services,Mathematica Policy Research,68.0,data scientist,Washington,DC,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True
Physical Scientist,Department of Energy,168.0,data scientist,Washington,DC,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
Student Research Collaboration,Google,2474.0,other role,Washington,DC,True,False,False,True,False,False,False,True,False,False,True,True,True,False,False
OUTREACH DATA ANALYST,BlueLabs Analytics,0.0,data analyst,Washington,DC,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
Data Scientist – Senior Associate,Guidehouse,0.0,data scientist,Washington,DC,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
Data Scientist,Jacobs,2380.0,data scientist,Washington,DC,True,False,True,True,True,False,True,True,False,False,True,False,True,False,True
Data Scientist - TS/SCI Required,Talent Savant,0.0,data scientist,Washington,DC,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Senior Data Scientist,Harnham,0.0,data scientist,Washington,DC,True,True,True,False,False,False,True,False,False,False,True,False,True,False,False
DATA ANALYST,BlueLabs Analytics,0.0,data analyst,Washington,DC,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False
Assistant Inspector General for Investigations,U.S. Federal Government,484.0,other role,Washington,DC,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Sr. Data Scientist,HighPoint,14.0,data scientist,Washington,DC,True,True,True,True,False,False,True,True,False,False,True,False,True,False,True
Research Analyst,Atlantic Media,19.0,data analyst,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Research Data Analyst,JLL,1787.0,data analyst,Washington,DC,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
Scientist - Multiple levels,Noblis,32.0,data scientist,Washington,DC,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True
Mid-Level Data Scientist - Senior Associate,Guidehouse,0.0,data scientist,Washington,DC,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
Statistical Analyst,Walker Medical Solutions,0.0,data analyst,Washington,DC,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
"Senior Applied Data Scientist, Government",Civis Analytics,0.0,data scientist,Washington,DC,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False
Jr. Research Analyst,National Geographic,53.0,data analyst,Washington,DC,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
Data Engineer,Gallup,140.0,data engineer,Washington,DC,True,True,False,True,False,False,False,False,False,False,True,False,False,True,True
CI and Insider Threat Data and Trend Analysis Specialist,Centra Technology,7.0,other role,Washington,DC,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Data Analysis Manager,E.L. Haynes Public Charter School,9.0,other role,Washington,DC,False,False,True,False,True,True,False,False,True,False,False,False,False,True,False
Research Analyst,Bloomberg BNA,55.0,data analyst,Washington,DC,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False
DATA SCIENTIST/LEAD DATA SCIENTIST,BlueLabs Analytics,0.0,data scientist,Washington,DC,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False
Data Scientist with Top Secret,OneGlobe,0.0,data scientist,Washington,DC,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
Computer Scientist at NAS PAX River,SOLUTE,2.0,data scientist,Washington,DC,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False
Data Visualization Specialist,ICF,392.0,other role,Washington,DC,False,True,True,False,True,False,False,False,False,True,False,False,False,True,True
Implementation Scientist,Atlas Research,8.0,data scientist,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Data and Policy Analyst - Statistical Programmer,Acumen LLC,13.0,data analyst,Washington,DC,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True
Operations Research Analyst,Advanced Sciences and Technologies (AS&T),0.0,data analyst,Washington,DC,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
Epidemiologist,Centers for Disease Control and Prevention,350.0,other role,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Junior Management Analyst,Missing Link Security,4.0,data analyst,Washington,DC,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Jr. Research Associate II,Rescue Agency,0.0,other role,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Business Analyst- Mid Level,TechnoGen Inc,0.0,data analyst,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Research Analyst,Delmock Technologies Inc.,0.0,data analyst,Washington,DC,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
OPERATIONS RESEARCH ANALYST,Department of Homeland Security,2431.0,data analyst,Washington,DC,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False
Research Analyst - Corporate Reputation Research,Ipsos North America,333.0,data analyst,Washington,DC,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
Data Engineer,"GreenZone Solutions, Inc.",0.0,data engineer,Washington,DC,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Data Warehouse Spec II,Chenega Corporation,390.0,other role,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GIS Scientist,"The Cadmus Group, Inc.",0.0,data scientist,Washington,DC,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True
"Director, Data Scientist",KPMG,4494.0,data scientist,Washington,DC,True,True,True,True,False,False,True,False,False,False,True,False,True,False,True
SAS Programer,Salient CRGT,39.0,other role,Washington,DC,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
Research Analyst,"LS Technologies, LLC",15.0,data analyst,Washington,DC,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Senior Statistical Analyst,Arch,34.0,data analyst,Washington,DC,False,True,True,False,True,True,True,False,False,False,True,False,False,False,True
"Behavioral Scientist (Seoul, Korea)",Celestar Corporation,15.0,data scientist,Washington,DC,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Quantitative GMC/Data Strategist, Mid",Booz Allen Hamilton,1655.0,other role,Washington,DC,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False
Earth Sciences Community Applications Support Scientist,ASRC Federal Holding Company,78.0,data scientist,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Research and Data Analyst,Association of American Medical Colleges,60.0,data analyst,Washington,DC,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True
"Data Analytics Specialist, Mid",Booz Allen Hamilton,1655.0,other role,Washington,DC,True,False,False,False,True,True,True,False,True,False,True,True,False,False,False
Technology Lead/Data Scientist,SkillDemand,0.0,data scientist,Washington,DC,True,True,True,True,False,False,True,True,False,False,True,False,True,False,True
Research Analyst/Associate,Center for the Study of Services,0.0,data analyst,Washington,DC,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True
"Manager, Data Scientist",KPMG,4494.0,data scientist,Washington,DC,False,True,True,False,False,False,True,False,False,True,True,False,True,False,True
LNG Research Analyst,IHS Markit,216.0,data analyst,Washington,DC,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True
Data Scientist/Engineer (Active CBP BI/Clearance),Workbridge Associates,40.0,data scientist,Washington,DC,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
International Research Analyst,Mathematica Policy Research,68.0,data analyst,Washington,DC,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
Research Analyst,Unisys,1838.0,data analyst,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Research Analyst (Diversity),AccessLex Institute,2.0,data analyst,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Market Research Analyst,Penn Schoen Berland,2.0,data analyst,Washington,DC,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
Research Scientist,N C Q A,0.0,data scientist,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Analytic Methodologist,Central Intelligence Agency,151.0,other role,Washington,DC,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False
"Data/Research Analyst, Senior Associate",Opportunity Finance Network,4.0,data analyst,Washington,DC,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True
Transportation Planner,Parsons,451.0,other role,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Research Analyst,Feeding America,52.0,data analyst,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Research Analyst,FrameWorks Institute,0.0,data analyst,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
IPA Assignment-Knowledge Management Consultant/Library Scientist,PARTNERSHIP for PUBLIC SERVICE,7.0,data scientist,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Research Analyst (Justice Policy Center),The Urban Institute,15.0,data analyst,Washington,DC,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Online Content Research & Policy Analyst,Federation for American Immigration Reform (Fair),0.0,data analyst,Washington,DC,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
Operational Research Analyst - Data Collection ADO,Leidos,525.0,data analyst,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
ESG Research Analyst,Eaton Vance,28.0,data analyst,Washington,DC,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True
Finance & Operations Associate,Heart Rhythm Society (HRS),0.0,other role,Washington,DC,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
Research Analyst,Centra Technology,7.0,data analyst,Washington,DC,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Open Source Tradecraft Consultant/Analyst Liaison,Wittenberg Weiner Consulting LLC,0.0,data analyst,Washington,DC,True,False,False,True,True,True,False,True,False,False,False,False,False,True,True
"Manager, Data Scientist (AI/NLP)",KPMG,4494.0,data scientist,Washington,DC,True,True,True,True,False,False,False,False,False,False,True,False,True,False,True
UX/UI Designer,MindRight,0.0,other role,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
R&D Scientist/Engineer,ARiA,32.0,data scientist,Washington,DC,True,False,False,True,False,False,True,True,False,False,True,True,False,True,False
Toxicologist,Environmental Working Group,0.0,other role,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Research Analyst,LEWIS,65.0,data analyst,Washington,DC,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
Research Analyst/Evaluator,"Advanced Decision Vectors, LLC",7.0,data analyst,Washington,DC,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Market Research Analyst (Corporate and Political),Benenson Strategy Group,0.0,data analyst,Washington,DC,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
Statistician,Mathematica Policy Research,68.0,other role,Washington,DC,True,True,True,False,False,False,True,False,False,False,False,False,True,False,True
Editorial Specialist (Health Policy),The Urban Institute,15.0,other role,Washington,DC,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
Intelligence Research Analyst,"Summit Technologies, Inc.",25.0,data analyst,Washington,DC,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Research Analyst III,Legal Services Corporation,4.0,data analyst,Washington,DC,True,False,False,False,True,True,True,False,False,True,False,False,False,True,True
"Jr Operations Research Analyst, #3177",LinQuest Corporation,28.0,data analyst,Washington,DC,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False
"Data Analytics Specialist, Senior",Booz Allen Hamilton,1655.0,other role,Washington,DC,True,False,True,False,True,True,True,False,True,False,True,True,False,False,False
Senior Data Scientist - Manager,Guidehouse,0.0,data scientist,Washington,DC,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
"Director, NLP Data Scientist",KPMG,4494.0,data scientist,Washington,DC,True,True,True,True,True,False,False,False,False,True,True,True,True,False,True
Supply Chain Data Science Consultant,Accenture,14200.0,data scientist,Washington,DC,True,True,True,False,False,False,True,False,False,False,True,True,False,True,False
Operations Research Analyst,Washington Metropolitan Area Transit Authority,154.0,data analyst,Washington,DC,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True
Research Engineer/Scientist,Acima Spirits,0.0,data scientist,Washington,DC,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False
Data Engineer,Novetta,24.0,data engineer,Washington,DC,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False
"Technologist , Open Internet DevOps",New America,0.0,other role,Washington,DC,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
Senior Research Analyst,Newmark Knight Frank,114.0,data analyst,Washington,DC,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
"Senior Associate, Data Scientist (NLP/AI)",KPMG,4494.0,data scientist,Washington,DC,False,True,True,False,False,False,True,False,False,True,True,True,True,False,True
Market Research Analyst - Analyst Development Program,Ipsos North America,333.0,data analyst,Washington,DC,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
Data Scientist – Data Quality and Fraud Analytics,ERPi,2.0,data scientist,Washington,DC,True,True,True,False,True,False,False,False,True,True,True,True,False,False,False
Ukrainian Research Analyst,Novetta,24.0,data analyst,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
Talent Pool Internship - Fall,American Geophysical Union,12.0,other role,Washington,DC,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Environmental Modeler,Exponent,28.0,other role,Washington,DC,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
Research Analyst I,The Catholic University of America,95.0,data analyst,Washington,DC,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Azerbaijani Research Analyst,Novetta,24.0,data analyst,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
Top Secret Clearnace - Engineer (Hardware / Software),GQR,2.0,other role,Washington,DC,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
Independent Consultant - Government Solution Architect,xentity corporation,2.0,other role,Washington,DC,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True
Machine Learning- RPA SME,ERPi,2.0,other role,Washington,DC,True,True,False,True,False,False,False,False,False,False,True,True,False,True,True
"Senior Programmer Analyst, Research",The Urban Institute,15.0,data analyst,Washington,DC,True,True,True,True,True,False,True,True,False,False,False,False,False,True,True
System Engineer,Jacobs,2380.0,other role,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SOC Analyst Tier II,Jacobs,2380.0,data analyst,Washington,DC,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
"Operations Research Analyst, Senior - Secret (SAF/AQH-Acquisition Career Mngmt)",OBXtek,12.0,data analyst,Washington,DC,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
DEVOPS ENGINEER,BlueLabs Analytics,0.0,other role,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Solutions Architect - App Transformation (Federal),Pivotal Software,16.0,other role,Washington,DC,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Transportation Engineer -- CIVIL,"Precision Systems, Inc.",9.0,other role,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Security Engineer,Jacobs,2380.0,other role,Washington,DC,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
Senior Project Development Leader,RTI International,208.0,other role,Washington,DC,False,True,True,False,False,False,True,False,False,True,True,False,False,True,True
Tableau Developer/Admin SME,Salient CRGT,0.0,other role,Washington,DC,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
"Supervisory Chemist or Supervisory Toxicologist (Forensics), Deputy Director",Court Services and Offender Supervision Agency for DC,6.0,other role,Washington,DC,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
Autonomous System and Machine Learning Engineer,Centra Technology,7.0,other role,Washington,DC,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True
Product Compliance Scientist - USAMMDA - Active Secret Clearance Required,Patricio Enterprises,53.0,data scientist,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Help Desk Systems Administrator,Jacobs,2380.0,other role,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Senior Product Manager,Optoro,15.0,other role,Washington,DC,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Quantitative Analyst Model Validation,Ashton Lane Group,0.0,data analyst,Washington,DC,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False
"Sr. Business Development Manager, Advocacy & Nonprofit",Civis Analytics,0.0,other role,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Software Engineer - Management Analyst II, (ID#12759)",Cherokee Nation Businesses,79.0,data analyst,Washington,DC,True,False,False,True,False,False,False,True,False,False,True,True,False,True,False
Requirements Manager (Active Top Secret),Jacobs,2380.0,other role,Washington,DC,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Senior Technical Writer,Jacobs,2380.0,other role,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Operations Research Analyst, Senior",ManTech International Corporation,1233.0,data analyst,Washington,DC,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True
SENIOR SOFTWARE ENGINEER,BlueLabs Analytics,0.0,software engineer,Washington,DC,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
Sr Financial/Statistical Methodologist Analyst AMRC,Leidos,525.0,data analyst,Washington,DC,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Senior .Net Developer,Jacobs,2380.0,other role,Washington,DC,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False
Sr. Red Team Operator,Jacobs,2380.0,other role,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Executive Operations Research Analyst-Must have Clearance,Steel Point Solutions,0.0,data analyst,Washington,DC,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
Government Services Solution Architect,xentity corporation,2.0,other role,Washington,DC,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True
AVP Quantitative Analyst Model Validation,Ashton Lane Group,0.0,data analyst,Washington,DC,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
Senior Project and Business Development Leader,RTI International,208.0,other role,Washington,DC,False,True,True,False,False,False,True,False,False,True,True,False,False,True,True
Federal - Analytics Consultant,Accenture,14200.0,other role,Washington,DC,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
Senior Statistical Programming Analyst,Pragmatics,24.0,data analyst,Washington,DC,True,True,True,False,True,False,False,False,True,False,True,False,False,False,True
Machine Learning Developer,ERPi,2.0,other role,Washington,DC,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True
Sr Principal Apps System Engineer - Data Science-90229496 - Washington,Amtrak,643.0,data scientist,Washington,DC,True,False,False,True,True,False,True,False,False,True,True,True,False,True,False
Forward Deployed Solution Engineer / Sales Engineer (Federal),C3 IoT,0.0,other role,Washington,DC,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False
Staff Mechanical Engineer - Mission Critical,Burns & McDonnell,152.0,other role,Washington,DC,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
Data Engineer,Will-N-Able,0.0,data engineer,Washington,DC,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
GIS Software Engineer - C# .Net (TS/SCI req'd),"BigBear, Inc.",8.0,software engineer,Washington,DC,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
Geospatial Program Manager,Radiant Solutions,16.0,other role,Washington,DC,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Sr. Splunk Engineer,Jacobs,2380.0,other role,Washington,DC,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
Director Quantitative Analyst Model Validation,Ashton Lane Group,0.0,data analyst,Washington,DC,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False
Research Assistant (Statistical)/Survey Analyst,Z FEDERAL,0.0,data analyst,Washington,DC,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
Data Analyst / Systems Engineer,Belcan Government Services,4.0,data analyst,Washington,DC,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False
"Senior Associate/Manager, Healthcare Public Relations",Burson-Marsteller,49.0,other role,Washington,DC,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
