position,company,reviews,clean_position,city,state,python,statistics,mathematics,java,sql,excel,modeling,c++,r,visualization,ml,ai,has_phd,has_bachelor,has_master
Partner Decision Science Associate,Credit Karma,6.0,other role,San Francisco,CA,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False
"Senior Scientist, Content Science","Pandora Media, Inc.",33.0,data scientist,Oakland,CA,True,True,False,True,True,False,True,False,False,False,True,False,True,False,False
"Associate, Battery Specialist",Exponent,28.0,other role,Menlo Park,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Data Scientist // Algorithm Engineer,Payette Group,0.0,data scientist,San Francisco,CA,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False
"DIRECTOR, DATA STRATEGY AND PRODUCT",Ultimate Software,183.0,other role,San Francisco,CA,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
Business Analyst,Autodesk,315.0,data analyst,San Rafael,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Director of Product,Capella Space,0.0,other role,San Francisco,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lead Data Engineer,ThoughtWorks,59.0,data engineer,San Francisco,CA,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"Software Engineer, Data Services",Optimizely,0.0,software engineer,San Francisco,CA,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Environmental Planner,Stantec,460.0,other role,San Francisco,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Senior Scientist,Notable Labs,0.0,data scientist,Foster City,CA,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Director of Analytics and Data Science,MasterClass,4.0,data scientist,San Francisco,CA,True,True,False,False,True,False,False,False,True,True,False,False,False,False,True
Data Engineer,permIT LLC,0.0,data engineer,Belmont,CA,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False
Full-Stack Engineer (remote),BetterUp,2.0,other role,San Francisco,CA,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Scientist / Associate Scientist-Molecular Engineering,"Gencyte Therapeutics, Inc.",0.0,data scientist,San Francisco Bay Area,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Research Assistant,BioMarin,15.0,other role,Novato,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bioinformatics Staff Scientist,"Integrated DNA Technologies, Inc",10.0,data scientist,Redwood City,CA,True,True,True,True,False,False,False,True,False,False,False,False,True,True,True
Machine Learning Engineer,Dropbox,21.0,other role,San Francisco,CA,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"Senior Applied Scientist, Machine Learning",Adobe,460.0,data scientist,San Francisco,CA,True,False,False,True,False,False,False,True,True,False,True,False,True,False,False
Associate Software Engineer (remote),BetterUp,2.0,software engineer,San Francisco,CA,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
"Senior Data Scientist, Platform Analytics",Gap Inc. Corporate,2285.0,data scientist,San Francisco,CA,True,True,True,False,True,False,True,False,True,False,True,False,True,False,False
Data Platform Engineer - Algorithm Development Platform,Stitch Fix,145.0,other role,San Francisco,CA,True,True,True,True,True,False,True,True,True,False,True,False,True,False,False
Deep Learning Scientist,Harnham,0.0,data scientist,San Francisco,CA,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True
Pharmaceutical Scientist,Proteus Digital Health,14.0,data scientist,Hayward,CA,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True
Machine Learning Engineer - Supply Growth,thredUP Inc,20.0,other role,San Francisco,CA,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
"Senior/Principal Scientist, Preclinical Development",Bayside Solutions,23.0,data scientist,San Francisco,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Principal Machine Learning Scientist,"Turnitin, LLC",0.0,data scientist,Oakland,CA,True,True,True,False,False,False,False,False,False,False,True,False,True,False,True
Senior Scientist,Genentech,678.0,data scientist,South San Francisco,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Machine Learning Engineer,CircleUp,0.0,other role,San Francisco,CA,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False
"Data Scientist - Senior Consultant - San Francisco, CA",Clarity Insights,7.0,data scientist,San Francisco,CA,True,True,True,False,True,False,True,False,True,True,True,False,False,False,False
"Senior Director, Data Science",Westfield Corporation,34.0,data scientist,San Francisco,CA,True,True,True,False,True,True,True,False,False,True,True,True,True,False,True
Business Development Manager - Machine Learning,Amazon.com,25895.0,other role,San Francisco,CA,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
Full Stack Engineer - Customer Insights,Dropbox,21.0,other role,San Francisco,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Global Program Manager - Health Systems,7Cups,0.0,other role,San Francisco,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Scientist, Protein Interactions (46)",Bristol-Myers Squibb,1389.0,data scientist,Redwood City,CA,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
Sr. Data Engineer,"Pandora Media, Inc.",33.0,data engineer,Oakland,CA,True,False,False,True,True,False,True,True,False,False,True,False,False,False,False
Junior Reliability Engineer,JUUL Labs,2.0,other role,San Francisco,CA,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
"Director, Product Data Science",DocuSign,30.0,data scientist,San Francisco,CA,True,True,True,False,True,False,True,False,False,True,True,True,False,False,False
Director of Data,Change.org,2.0,other role,San Francisco,CA,True,True,True,False,False,False,True,False,False,False,True,False,False,False,True
EHS&S Specialist II,BioMarin Pharmaceutical Inc.,67.0,other role,Novato,CA,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Digital Marketing & Strategy Analyst,Autodesk,315.0,data analyst,San Francisco,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Analyst, Antibody Repertoire (39)",Bristol-Myers Squibb,1389.0,data analyst,Redwood City,CA,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
"Scientist, Biologics Formulation and Drug Product Development",Nektar,3.0,data scientist,San Francisco,CA,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
Cell Culture Media Development,Wild Type,0.0,other role,San Francisco,CA,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Machine Learning Engineer,Tubi TV,0.0,other role,San Francisco,CA,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False
Global Safety Scientist,Ultragenyx Pharmaceutical,5.0,data scientist,Novato,CA,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
Senior Food Scientist,Torani,5.0,data scientist,South San Francisco,CA,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
Bioinformatics Scientist (CA),Guardant Health,7.0,data scientist,Redwood City,CA,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Data Science Lead, Growth Machine Learning",Square,52.0,data scientist,San Francisco,CA,True,True,True,True,False,False,True,False,False,False,True,False,False,False,False
Machine Learning Engineer (Support Operations),Cloudflare,4.0,other role,San Francisco,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Senior Behavior Scientist,Omada Health,5.0,data scientist,San Francisco,CA,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Associate Scientist/Scientist Biochemical and Cellular Pharmacology,Genentech,678.0,data scientist,South San Francisco,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Assistant Research Scientist II (PK),Exelixis Inc.,0.0,data scientist,Alameda,CA,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
"Senior Staff Scientist, Product Assurance - Human Identification",Thermo Fisher Scientific,1878.0,data scientist,South San Francisco,CA,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"Principal Scientist, Early ADME",Merck,2987.0,data scientist,South San Francisco,CA,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Senior Data Scientist,Jobspring Partners,27.0,data scientist,San Francisco,CA,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Data Scientist - Machine Learning,Payette Group,0.0,data scientist,San Francisco,CA,True,False,False,True,False,False,False,False,False,False,True,False,True,True,True
Lecturer - Sutardja Center for Entrepreneurship & Technology,University of California Berkeley,241.0,other role,Berkeley,CA,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
Director of Data Science,Kiva.org,6.0,data scientist,San Francisco,CA,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True
Customer Success Specialist,Kelvin,5.0,other role,San Francisco,CA,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
Application Scientist,Transcriptic,2.0,data scientist,Menlo Park,CA,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
Staff Research Assoc. I,SF VA Medical Center,0.0,other role,San Francisco,CA,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
QC Documentation Specialist,BioMarin,0.0,other role,Novato,CA,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Quantitative Developer/Analyst,First Republic Bank,124.0,data analyst,San Francisco,CA,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False
"Director, Phamacology",Calithera Biosciences,0.0,other role,San Francisco,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Data Engineer (Full-time Permanent),Infocorvus,0.0,data engineer,San Ramon,CA,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False
"Scientist/Machine Learning Engineer, Applied Science",Amobee,7.0,data scientist,Redwood City,CA,True,False,True,True,False,False,True,True,False,False,True,False,True,False,True
"EHS&S Associate, Environmental",BioMarin,15.0,other role,Novato,CA,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
"VP Marketing, Strategy, Analytics & Data Science","Williams-Sonoma, Inc.",1578.0,data scientist,San Francisco,CA,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False
Scientist II - Molecular Biology,Thermo Fisher Scientific,1878.0,data scientist,South San Francisco,CA,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
Machine Learning Engineer,Angle Technologies,0.0,other role,San Francisco,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Process Transfer Scientist,Lonza,274.0,data scientist,Hayward,CA,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
Research Analyst,Gifford Fong Associates (GFA),0.0,data analyst,Lafayette,CA,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True
"Scientist, High Impact Data- Protein Analytics (52)",Bristol-Myers Squibb,1389.0,data scientist,Redwood City,CA,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
SPSS Programmer,JUUL Labs,2.0,other role,San Francisco,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Assay Development Scientist,Transcriptic,2.0,data scientist,Menlo Park,CA,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
Clinical Data Manager,JUUL Labs,2.0,data analyst,San Francisco,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Content Development Manager,Autodesk,315.0,other role,San Francisco,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Manager of Data Integrations,Apixio,0.0,other role,San Mateo,CA,True,False,False,True,True,False,False,False,False,False,True,False,False,True,True
Computer Systems/Data Engineer,Lawrence Berkeley National Laboratory,123.0,data engineer,San Francisco Bay Area,CA,True,False,False,True,True,False,False,True,False,False,False,False,True,True,True
"Senior Scientist I or II, NonClinical Pharmacology & Toxicology",BioMarin,15.0,data scientist,San Rafael,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Software Engineer, Imaging",Google,2473.0,software engineer,San Francisco,CA,True,False,False,True,False,False,False,True,False,True,True,True,True,False,False
Director Data Sciences Group,Esurance,287.0,data scientist,San Francisco,CA,False,True,False,False,False,True,True,False,False,False,True,False,True,False,True
Data Software Engineer,Kelvin,5.0,software engineer,San Francisco,CA,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False
Machine Learning Engineer,Ask Media Group,0.0,other role,Oakland,CA,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Analytics Engineer,Stitch Fix,145.0,other role,San Francisco,CA,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
"Sr. Scientist, Toxicology","CytomX Therapeutics, Inc.",0.0,data scientist,San Francisco,CA,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Inside Sales Automation Business Analyst,Autodesk,315.0,data analyst,San Francisco,CA,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"Associate Principal Scientist, Early ADME",Merck,2987.0,data scientist,South San Francisco,CA,False,False,False,False,False,True,True,False,False,False,False,False,True,True,True
"Associate, EHS&S",BioMarin,15.0,other role,Novato,CA,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
"(Sr.) Scientist, Large Molecule PK",Denali,14.0,data scientist,South San Francisco,CA,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Sr. Quantitative Analyst,Trulia,51.0,data analyst,San Francisco,CA,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False
QC Analyst,BioMarin,15.0,data analyst,Novato,CA,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True
Product Development Associate Scientist - Commercialization,Impossible Foods,4.0,data scientist,Redwood City,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Sr. Scientist, Protein Therapeutics",Nektar,3.0,data scientist,San Francisco,CA,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Research Associate 2/Sr Research Associate, Upstream Process Development","CytomX Therapeutics, Inc.",0.0,other role,San Francisco,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Senior Research Scientist, Deep Learning",Clarifai,0.0,data scientist,San Francisco,CA,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False
"Scientist, Strain Engineering",Intrexon Corporation.,0.0,data scientist,South San Francisco,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Client Support Specialist SF East,Promega Corporation,12.0,other role,San Francisco,CA,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"Scientist, IVD Technology Development",Guardant Health,7.0,data scientist,Redwood City,CA,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Research Scientist I, Bioinformatics",Gilead Sciences,246.0,data scientist,Foster City,CA,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False
Software Development Engineer,Amazon.com,25895.0,other role,San Francisco,CA,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
Backend Software Engineer - Recommendations,Amazon.com,25895.0,software engineer,San Francisco,CA,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True
Analyst Smart Buildings San Francisco,Enovity,2.0,data analyst,San Francisco,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Senior Computational Linguist / Senior Data Scientist,Chegg,119.0,data scientist,San Francisco,CA,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"QC Scientist (early career) - South San Francisco, CA",Thermo Fisher Scientific,1878.0,data scientist,South San Francisco,CA,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Data Science Manager,Under Armour,582.0,data scientist,San Francisco,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lecturer - Statistics,University of California Berkeley,241.0,other role,Berkeley,CA,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False
"Research Scientist I, HIV Immunology",Gilead Sciences,246.0,data scientist,Foster City,CA,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Research Associate,Charles River Laboratories,265.0,other role,San Francisco,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Coordinator,BioMarin,15.0,other role,San Rafael,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Machine Learning Engineer,Castle Global,0.0,other role,San Francisco,CA,True,True,True,False,True,False,False,True,False,False,True,False,False,False,False
Scientist/Sr. Scientist/Director Translational Biomarkers (Ref #RB03),"APEXIGEN, INC.",0.0,data scientist,San Carlos,CA,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Principal Data Scientist, Strategic Data Science Team, Strategy & Analytics Division",Pacific Gas And Electric Company,555.0,data scientist,San Francisco,CA,True,True,True,False,True,False,True,False,False,True,False,False,False,False,False
"Manager, Data Engineering",Hearsay Systems,0.0,data engineer,San Francisco,CA,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True
Software and Analytics Scientist,Exponent,28.0,data scientist,Menlo Park,CA,False,True,True,True,True,False,False,True,False,False,True,False,False,False,False
"Senior Scientist, Quality Control","Tricida, Inc.",0.0,data scientist,South San Francisco,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
AR Specialist,Natera,34.0,other role,San Carlos,CA,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"Mechanical Engineer, X",Google,2473.0,other role,Alameda,CA,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False
PHC Global Study Associate,Genentech,678.0,other role,South San Francisco,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Director of R&D,VitroLabs Inc,0.0,other role,South San Francisco,CA,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Data Science Manager - Search and Places,Uber,496.0,data scientist,San Francisco,CA,True,True,True,True,False,False,True,False,False,False,True,False,False,False,False
"Sales Engineer, Machine Learning, Google Cloud",Google,2473.0,other role,San Francisco,CA,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
"Associate Director, Data and Analysis",DigitasLBi,151.0,other role,San Francisco,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Machine Learning Engineer,Planet,64.0,other role,San Francisco,CA,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False
Accountant/Bookkeeper,Kelvin,5.0,other role,San Francisco,CA,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
Lead Fermentation Scientist,Terramino Foods,0.0,data scientist,San Leandro,CA,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Senior Scientist,Lonza Biologics,274.0,data scientist,Hayward,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Postdoctoral Fellow Researcher - WGHI Program,RTI International,208.0,other role,San Francisco,CA,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Human Genetics Researcher,Color Genomics,0.0,other role,Burlingame,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Associate Scientist-DMPK Bioanalytical/Mass Spectrometry,Genentech,678.0,data scientist,South San Francisco,CA,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
"Data Platform Engineer, Analytics",Clover Health,15.0,other role,San Francisco,CA,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
Supply Chain Data Science Manager,Accenture,14198.0,data scientist,San Francisco,CA,True,True,True,False,False,False,True,False,False,False,False,True,False,True,False
Bioprocess Chemist/Scientist,Bolt Threads,0.0,data scientist,Emeryville,CA,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Director, Data & Analytics",Cisco,3996.0,other role,San Francisco,CA,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Director Analytics/Data Science,Poshmark,18.0,data scientist,Redwood City,CA,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False
"Scientist, Discovery Mass Spectrometry",Denali,14.0,data scientist,South San Francisco,CA,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Manager, Data Science",Clarivate Analytics,31.0,data scientist,San Francisco,CA,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False
Staff Bioinformatics Scientist,Thermo Fisher Scientific,1878.0,data scientist,South San Francisco,CA,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Research Analyst,JLL,1786.0,data analyst,Menlo Park,CA,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
Director of Data Science,Twitch,35.0,data scientist,San Francisco,CA,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False
Research Assistant,Terramino Foods,0.0,other role,San Leandro,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Marketing Data Scientist,JBCConnect,4.0,data scientist,San Francisco,CA,True,True,False,False,True,True,True,False,False,True,True,False,False,True,True
"Head of Machine Learning Research - NLP, Speech, p13N",Amazon.com,25895.0,other role,San Francisco,CA,True,True,True,True,False,False,False,True,False,False,True,False,True,False,False
"Scientist I/II, Histology",Atreca,0.0,data scientist,Redwood City,CA,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Inventory Analyst,Natera,34.0,data analyst,San Carlos,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Administrative Assistant,Lawrence Berkeley National Laboratory,123.0,other role,San Francisco Bay Area,CA,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
Director of Data Science,Sojern,0.0,data scientist,San Francisco,CA,True,False,False,False,False,False,True,False,False,True,True,False,True,False,False
Support Engineer,Heap,14.0,other role,San Francisco,CA,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Stem Cell Scientist I,"AgeX Therapeutics, Inc.",0.0,data scientist,Alameda,CA,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Sr. Genomic Scientist, Bioinformatics, Bio-Pharma Collaborations",Guardant Health,7.0,data scientist,Redwood City,CA,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
"Scientist, Analytical Chemistry",Zymergen,4.0,data scientist,Emeryville,CA,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Computational Biologist Research Scientist,Lawrence Berkeley National Laboratory,123.0,data scientist,San Francisco Bay Area,CA,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
"Scientist, Display (38)",Bristol-Myers Squibb,1389.0,data scientist,Redwood City,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Data Engineer,Fanatics Inc.,382.0,data engineer,San Mateo,CA,False,False,True,True,True,False,False,False,False,True,True,False,False,False,False
"Development Associate, Institutional Giving",Environmental Defense Fund,29.0,other role,San Francisco,CA,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
Data Engineer,Abbott Laboratories,3109.0,data engineer,Alameda,CA,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False
Sr. Data Scientist Consultant,Neer Info Solutions,0.0,data scientist,San Francisco,CA,True,True,True,False,False,False,False,False,False,True,True,False,False,True,True
Machine Learning Engineer,PicnicHealth,0.0,other role,San Francisco,CA,True,True,False,False,False,False,False,False,False,True,True,True,True,False,False
Modeling and Simulation Engineer/Scientist,VIR,0.0,data scientist,San Francisco,CA,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True
Client Success Partner (Midwest),BrightBytes,0.0,other role,San Francisco,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Research Scientist II, Drug Metabolism",Gilead Sciences,246.0,data scientist,Foster City,CA,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
Sr. Data Engineer,Twitch,35.0,data engineer,San Francisco,CA,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Senior Scientist,Lonza,274.0,data scientist,Hayward,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HR Generalist (San Francisco),BrightBytes,0.0,other role,San Francisco,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Supply Chain Data Science Consultant,Accenture,14198.0,data scientist,San Francisco,CA,True,True,True,False,False,False,True,False,False,False,True,True,False,True,False
Backend Engineer,Vidora,0.0,other role,San Francisco,CA,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False
Machine Learning Researcher SAN FRANCISCOMEMBER OF TECHNICAL STAFFFULL-TIME,OpenAI,0.0,other role,San Francisco,CA,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"Director, Data Science",iRhythm,13.0,data scientist,San Francisco,CA,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False
Staff Scientist,"Integrated DNA Technologies, Inc",10.0,data scientist,Redwood City,CA,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True
SR Data Analyst,LQ Digital,14.0,data analyst,Oakland,CA,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False
Scientist / Research Associate (Biology),insitro.com,0.0,data scientist,South San Francisco,CA,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Senior Data Scientist,Harnham,0.0,data scientist,San Francisco,CA,True,True,False,False,True,False,False,False,True,True,True,False,True,False,False
Pharmacy Research Analyst,Kaiser Permanente,7705.0,data analyst,Oakland,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Senior NLP Data Scientist (Python, NLTK, AWS, SciKitLearn)",Jobspring Partners,27.0,data scientist,San Francisco,CA,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True
Consulting Manager - Adobe Data Platform,Adobe,460.0,other role,San Francisco,CA,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True
"Product Analytics Lead, Data Science",Google,2473.0,data scientist,San Bruno,CA,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True
Clinical Scientist,Iovance Biotherapeutics,0.0,data scientist,San Carlos,CA,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
Customer Success Engineer,Clusterone,0.0,other role,San Francisco,CA,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
Data Engineer,Upstart,6.0,data engineer,San Carlos,CA,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
Scientist- Upstream Process Development,NGM Biopharmaceuticals,4.0,data scientist,San Francisco,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Research Informatics Analyst/Specialist,"MyoKardia, Inc.",0.0,data analyst,San Francisco,CA,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
Compensation Analyst,JUUL Labs,2.0,data analyst,San Francisco,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bioinformatics Scientist,Intrexon Corporation.,0.0,data scientist,South San Francisco,CA,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False
Customer Success Manager,Vidora,0.0,other role,San Francisco,CA,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
Business Intelligence Data Engineer,PLAYSTUDIOS Inc,0.0,data engineer,Burlingame,CA,True,True,False,True,True,False,True,False,False,True,True,False,False,False,False
Research Engineer,iRhythm,13.0,other role,San Francisco,CA,True,True,False,False,False,False,True,False,False,True,True,False,True,False,False
Research Analyst,SEIU United Service Workers West,0.0,data analyst,Alameda,CA,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
"Scientist, Immunoassay Development, Protein Therapeutics",Genentech,678.0,data scientist,South San Francisco,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Principal, Scientist",CoreLogic,594.0,data scientist,Oakland,CA,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
"PHC Senior Scientist, Omics",Genentech,678.0,data scientist,South San Francisco,CA,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False
College Financial Coach,Moneythink,5.0,other role,San Francisco,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Analyst, Issue Analytics",High Lantern Group,0.0,data analyst,San Francisco,CA,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False
Health Outcomes Research Analyst/Associate,Evidation Health,0.0,data analyst,San Mateo,CA,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
Technician and assistant scientist,"Joinn Laboratories CA, Inc",0.0,data scientist,Richmond,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sr. Data Scientist/Research Engineer,Apixio,0.0,data scientist,San Mateo,CA,True,False,True,True,False,False,False,False,False,False,True,True,False,False,False
Scientist II (Neuroscience),Sangamo Therapeutics,0.0,data scientist,Richmond,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Senior Data Analyst,Doximity,2.0,data analyst,San Francisco,CA,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False
Hiring for Machine Learning Engineer,Factspan Inc,0.0,other role,Daly City,CA,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
"Subject Matter Expert, Construction",Autodesk,315.0,other role,San Francisco,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
